text,uri
"**CredCo Indicator:**Citation of Studies

**Question:**Highlight each scientific study cited:

**Answer:**Scientific Study 1

**Highlight**:

published an op-ed article in Montreal’s Le Devoir newspaper questioning the safety and benefits of human papillomavirus vaccines.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Citation of Studies

**Question:**Highlight each scientific study cited:

**Answer:**Scientific Study 1

**Highlight**:

Rail and study co-author Abby Lippman, a McGill University professor emeritus,

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Citation of Studies

**Question:**Highlight each scientific study cited:

**Answer:**Scientific Study 2

**Highlight**:

Oh, of course statistics provided by pro-vaccine agencies and Big Pharma were included in the National Post article that “prove” HPV vaccine’s efficacy and safety.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Citation of Studies

**Question:**Highlight each scientific study cited:

**Answer:**Scientific Study 3

**Highlight**:

[Image of a table titled “WARNING (HPV4 Gardasil & HPV 2 Cervarix): Adverse Reactions And Deaths As Reported To The Vaccine Adverse Event Reporting System]

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**Question:**Are any experts, organizations, or studies cited that are separate from the central study quoted in the article? If so, highlight relevant section(s).

**Answer:**4 or more

**Highlight**:

[Image of a table titled “WARNING (HPV4 Gardasil & HPV 2 Cervarix): Adverse Reactions And Deaths As Reported To The Vaccine Adverse Event Reporting System]

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**Question:**Are any experts, organizations, or studies cited that are separate from the central study quoted in the article? If so, highlight relevant section(s).

**Answer:**4 or more

**Highlight**:

Harper mentioned the medically known fact that 98 percent of HPV warts among sexually active women heal on their own within a year or two.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**Question:**Are any experts, organizations, or studies cited that are separate from the central study quoted in the article? If so, highlight relevant section(s).

**Answer:**4 or more

**Highlight**:

A couple of years ago, one of the lead HPV vaccine developers for Merck’s Gardasil, Dr. Diane Harper, came clean and warned that Gardasil was not only ineffective and unnecessary, it was dangerous.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**Question:**Are any experts, organizations, or studies cited that are separate from the central study quoted in the article? If so, highlight relevant section(s).

**Answer:**4 or more

**Highlight**:

Oh, of course statistics provided by pro-vaccine agencies and Big Pharma were included in the National Post article that “prove” HPV vaccine’s efficacy and safety.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Confidence - Extent Claims Justified

**Question:**To what extent does their confidence in their claims seem justified?

**Answer:**Not at all justified

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Confidence - Acknowledge Uncertainty

**Question:**Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Logical Fallacies - Straw Man

**Question:**Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Logical Fallacies - False Dilemma

**Question:**Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Logical Fallacies - Slippery Slope

**Question:**Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Logical Fallacies - Appeal to Fear

**Question:**Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?

**Answer:**Sort of

**Highlight**:

It’s All A Giant Deadly Scam

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Logical Fallacies - Appeal to Fear

**Question:**Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?

**Answer:**Sort of

**Highlight**:

Maybe her pension was threatened, or her family. Who knows?

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Logical Fallacies - Appeal to Fear

**Question:**Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?

**Answer:**Sort of

**Highlight**:

And unbound or free aluminum, the stuff used in almost all vaccines, is a neurological toxin.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Logical Fallacies - Naturalistic

**Question:**Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?

**Answer:**No

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

The mainstream media piled on with remarks from the usual “prestigious” medical professionals who asserted HPV vaccinations safety and remarkable success at reducing ovarian cancer.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

Of course they were roundly attacked through the Canadian mainstream media.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

Oh, of course statistics provided by pro-vaccine agencies and Big Pharma were included in the National Post article that “prove” HPV vaccine’s efficacy and safety.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

Somehow these “prestigious” medical officials have ignored the adverse reaction cases reported internationally among teenage girls, ranging from chronic fatigue to chronic seizures to partial and complete paralysis.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

pro-vaccine hysteria criticism,

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

That’s my thought for the average vaccine indoctrinated sheeple. But my thoughts get nastier with the manic frothing-at-the-mouth vaccine fanatics, and downright vicious with the vaccine industry and its celebrated spokesman Dr. Paul Offit.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

Offit is a mainstream media darling. Ignore Offit. He’s off it and has made millions with his vaccine patent. And ignore the presstitutes who feed off him.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

Maybe her pension was threatened, or her family. Who knows?

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Tone - Exaggerated Claims

**Question:**Does the author exaggerate any claims? If so, highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Inference - Type of Claims

**Question:**Is a general or singular causal claim made? Highlight the section(s) that supports your answer.

**Answer:**General Causal Claim

**Highlight**:

Somehow these “prestigious” medical officials have ignored the adverse reaction cases reported internationally among teenage girls, ranging from chronic fatigue to chronic seizures to partial and complete paralysis.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**Question:**What evidence is given for the primary claim? Select all that apply.

**Answer:**Cause precedes effect

**Highlight**:

Somehow these “prestigious” medical officials have ignored the adverse reaction cases reported internationally among teenage girls, ranging from chronic fatigue to chronic seizures to partial and complete paralysis.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**Question:**What evidence is given for the primary claim? Select all that apply.

**Answer:**Cause precedes effect

**Highlight**:

The Rail-Lippman four-year study involved 170 parents of teenage girls who were given the HPV shots, which usually are administered sequentially in a series of three.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**Question:**What evidence is given for the primary claim? Select all that apply.

**Answer:**The correlation appears across multiple independent contexts

**Highlight**:

Somehow these “prestigious” medical officials have ignored the adverse reaction cases reported internationally among teenage girls, ranging from chronic fatigue to chronic seizures to partial and complete paralysis.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**Question:**What evidence is given for the primary claim? Select all that apply.

**Answer:**Experts are cited

**Highlight**:

Based on their study, Rail and study co-author Abby Lippman, a McGill University professor emeritus, published an op-ed article in Montreal’s Le Devoir newspaper questioning the safety and benefits of human papillomavirus vaccines.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**Question:**What evidence is given for the primary claim? Select all that apply.

**Answer:**Experts are cited

**Highlight**:

A couple of years ago, one of the lead HPV vaccine developers for Merck’s Gardasil, Dr. Diane Harper, came clean and warned that Gardasil was not only ineffective and unnecessary, it was dangerous.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**CredCo Indicator:**Inference - Convincing Evidence

**Question:**How convincing do you find the evidence given for the primary claim?

**Answer:**Not at All Convincing

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/
"**Question:**Rate your impression of the credibility of this article

**Answer:**Somewhat high credibility

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Title Representativeness

**Question:**Question: Does the title of the article accurately reflect the content of the article?

**Answer:**Completely Representative

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Clickbait Title

**Question:**Is the headline clickbaity?

**Answer:**Not at all clickbaity

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Single Study Article

**Question:**Is this article primarily about a single scientific study?

**Answer:**No

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**Question:**Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.

**Answer:**Experts

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**Question:**Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.

**Answer:**Studies

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Quotes from Outside Experts

**Question:**Highlight each expert cited:

**Answer:**Expert 1

**Highlight**:

Veronica Wendy Setiawan, associate professor of preventative medicine at USC's Keck School of Medicine, who led the study on nonwhite populations.

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Quotes from Outside Experts

**Question:**Highlight each expert cited:

**Answer:**Expert 2

**Highlight**:

Marc Gunter, reader in cancer epidemiology and prevention at Imperial College's School of Public Health in the UK, who co-authored the European study.

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Quotes from Outside Experts

**Question:**Highlight each expert cited:

**Answer:**Expert 3

**Highlight**:

Dr. Alberto Ascherio, professor of Epidemiology and Nutrition at Harvard T.H. Chan School of Public Health,

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Citation of Studies

**Question:**Highlight each scientific study cited:

**Answer:**Scientific Study 1

**Highlight**:

One study surveyed more than 520,000 people in 10 European countries, making it the largest study to date on coffee and mortality, and found that drinking more coffee could significantly lower a person's risk of mortality.

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Citation of Studies

**Question:**Highlight each scientific study cited:

**Answer:**Scientific Study 2

**Highlight**:

The second study was more novel, as it focused on nonwhite populations. After surveying over 185,000 African-Americans, Native Americans, Hawaiians, Japanese-Americans, Latinos and whites, the researchers found that coffee increases longevity across various races.

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Citation of Studies

**Question:**Highlight each scientific study cited:

**Answer:**Scientific Study 3

**Highlight**:

Studies have shown that certain compounds have neuroprotective and anti-inflammatory properties that can help reduce risk for illnesses like Parkinson's disease.

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Confidence - Extent Claims Justified

**Question:**To what extent does their confidence in their claims seem justified?

**Answer:**Mostly justified

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Confidence - Acknowledge Uncertainty

**Question:**Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

People who avoid coffee, particularly in places like the US and Europe where drinking the beverage is very common, may do so because they have health problems. Their higher mortality rate could be a result of them being less healthy to begin with.

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Confidence - Acknowledge Uncertainty

**Question:**Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

However, Dr. Alberto Ascherio, professor of Epidemiology and Nutrition at Harvard T.H. Chan School of Public Health, said people should be wary of this finding.

""Even if it was in some way true, it doesn't make sense to me, because by smoking, you increase your mortality several-fold. Then, if you reduce it by 10% drinking coffee, give me a break,"" said Ascherio, who was not involved in the study.

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Logical Fallacies - Straw Man

**Question:**Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Logical Fallacies - False Dilemma

**Question:**Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Logical Fallacies - Slippery Slope

**Question:**Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Logical Fallacies - Appeal to Fear

**Question:**Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?

**Answer:**No

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Logical Fallacies - Naturalistic

**Question:**Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?

**Answer:**No

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Tone - Exaggerated Claims

**Question:**Does the author exaggerate any claims? If so, highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Inference - Type of Claims

**Question:**Is a general or singular causal claim made? Highlight the section(s) that supports your answer.

**Answer:**General Causal Claim

**Highlight**:

The study on European countries revealed an inverse association between coffee and liver disease, suicide in men, cancer in women, digestive diseases and circulatory diseases. Those who drank three or more cups a day had a lower risk for all-cause death than people who did not drink coffee.

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**CredCo Indicator:**Inference - Type of Claims

**Question:**Is a general or singular causal claim made? Highlight the section(s) that supports your answer.

**Answer:**General Causal Claim

**Highlight**:

The new study shows that there is a stronger biological possibility for the relationship between coffee and longevity and found that mortality was inversely related to coffee consumption for heart disease, cancer, respiratory disease, stroke, diabetes and kidney disease.

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**Question:**What evidence is given for the primary claim? Select all that apply.

**Answer:**Correlation

**Highlight**:

The new study shows that there is a stronger biological possibility for the relationship between coffee and longevity and found that mortality was inversely related to coffee consumption for heart disease, cancer, respiratory disease, stroke, diabetes and kidney disease.

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**Question:**What evidence is given for the primary claim? Select all that apply.

**Answer:**Correlation

**Highlight**:

The study on European countries revealed an inverse association between coffee and liver disease, suicide in men, cancer in women, digestive diseases and circulatory diseases. Those who drank three or more cups a day had a lower risk for all-cause death than people who did not drink coffee.

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**Question:**What evidence is given for the primary claim? Select all that apply.

**Answer:**Correlation

**Highlight**:

In the European study, people who were drinking coffee tended to have lower levels of inflammation, healthier lipid profiles and better glucose control compared with those who weren't.

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**Question:**What evidence is given for the primary claim? Select all that apply.

**Answer:**The correlation appears across multiple independent contexts

**Highlight**:

""The fact that we saw the same relationships in different countries is kind of the implication that its something about coffee rather than its something about the way that coffee is prepared or the way it's drunk,"" he said.

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**Question:**What evidence is given for the primary claim? Select all that apply.

**Answer:**The correlation appears across multiple independent contexts

**Highlight**:

""Given these very diverse populations, all these people have different lifestyles. They have very different dietary habits and different susceptibilities -- and we still find similar patterns,"" Setiawan said.

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**Question:**What evidence is given for the primary claim? Select all that apply.

**Answer:**An experimental study was conducted (natural experiments OK)

**Highlight**:

One study surveyed more than 520,000 people in 10 European countries, making it the largest study to date on coffee and mortality, and found that drinking more coffee could significantly lower a person's risk of mortality.

The second study was more novel, as it focused on nonwhite populations. After surveying over 185,000 African-Americans, Native Americans, Hawaiians, Japanese-Americans, Latinos and whites, the researchers found that coffee increases longevity across various races.

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**Question:**What evidence is given for the primary claim? Select all that apply.

**Answer:**Experts are cited

**Highlight**:

""Given these very diverse populations, all these people have different lifestyles. They have very different dietary habits and different susceptibilities -- and we still find similar patterns,"" Setiawan said.

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
"**Question:**What evidence is given for the primary claim? Select all that apply.

**Answer:**Experts are cited

**Highlight**:

People who drank two to four cups a day had an 18% lower risk of death compared with people who did not drink coffee, according to the study. These findings are consistent with previous studies that had looked at majority white populations, said Veronica Wendy Setiawan, associate professor of preventative medicine at USC's Keck School of Medicine, who led the study on nonwhite populations.

**Annotator:**PE-2018-01

",http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html
